DTSTART,DTEND,LOCATION,SUMMARY,DOZENT
2025-02-18T11:15:00+00:00,2025-02-18T12:45:00+00:00,Y13-L-11/13,Computational Methods for Radiative Transfer,Lucio Mayer
2025-02-25T11:15:00+00:00,2025-02-25T12:45:00+00:00,Y13-L-11/13,Computational Methods for Radiative Transfer,Lucio Mayer
2025-03-04T11:15:00+00:00,2025-03-04T12:45:00+00:00,Y13-L-11/13,Computational Methods for Radiative Transfer,Lucio Mayer
2025-03-11T11:15:00+00:00,2025-03-11T12:45:00+00:00,Y13-L-11/13,Computational Methods for Radiative Transfer,Lucio Mayer
2025-03-18T11:15:00+00:00,2025-03-18T12:45:00+00:00,Y13-L-11/13,Computational Methods for Radiative Transfer,Lucio Mayer
2025-03-25T11:15:00+00:00,2025-03-25T12:45:00+00:00,Y13-L-11/13,Computational Methods for Radiative Transfer,Lucio Mayer
2025-04-01T10:15:00+00:00,2025-04-01T11:45:00+00:00,Y13-L-11/13,Computational Methods for Radiative Transfer,Lucio Mayer
2025-04-08T10:15:00+00:00,2025-04-08T11:45:00+00:00,Y13-L-11/13,Computational Methods for Radiative Transfer,Lucio Mayer
2025-04-15T10:15:00+00:00,2025-04-15T11:45:00+00:00,Y13-L-11/13,Computational Methods for Radiative Transfer,Lucio Mayer
2025-04-29T10:15:00+00:00,2025-04-29T11:45:00+00:00,Y13-L-11/13,Computational Methods for Radiative Transfer,Lucio Mayer
2025-05-06T10:15:00+00:00,2025-05-06T11:45:00+00:00,Y13-L-11/13,Computational Methods for Radiative Transfer,Lucio Mayer
2025-05-13T10:15:00+00:00,2025-05-13T11:45:00+00:00,Y13-L-11/13,Computational Methods for Radiative Transfer,Lucio Mayer
2025-05-20T10:15:00+00:00,2025-05-20T11:45:00+00:00,Y13-L-11/13,Computational Methods for Radiative Transfer,Lucio Mayer
2025-05-27T10:15:00+00:00,2025-05-27T11:45:00+00:00,Y13-L-11/13,Computational Methods for Radiative Transfer,Lucio Mayer
"2025-02-21T11:15:00+00:00,2025-02-21T12:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""Exercises The Universe: Contents, Origin, Evolution and Future"",Pedro Rosado Capelo"
"2025-02-28T11:15:00+00:00,2025-02-28T12:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""Exercises The Universe: Contents, Origin, Evolution and Future"",Pedro Rosado Capelo"
"2025-03-07T11:15:00+00:00,2025-03-07T12:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""Exercises The Universe: Contents, Origin, Evolution and Future"",Pedro Rosado Capelo"
"2025-03-14T11:15:00+00:00,2025-03-14T12:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""Exercises The Universe: Contents, Origin, Evolution and Future"",Pedro Rosado Capelo"
"2025-03-21T11:15:00+00:00,2025-03-21T12:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""Exercises The Universe: Contents, Origin, Evolution and Future"",Pedro Rosado Capelo"
"2025-03-28T11:15:00+00:00,2025-03-28T12:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""Exercises The Universe: Contents, Origin, Evolution and Future"",Pedro Rosado Capelo"
"2025-04-04T10:15:00+00:00,2025-04-04T11:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""Exercises The Universe: Contents, Origin, Evolution and Future"",Pedro Rosado Capelo"
"2025-04-11T10:15:00+00:00,2025-04-11T11:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""Exercises The Universe: Contents, Origin, Evolution and Future"",Pedro Rosado Capelo"
"2025-05-02T10:15:00+00:00,2025-05-02T11:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""Exercises The Universe: Contents, Origin, Evolution and Future"",Pedro Rosado Capelo"
"2025-05-09T10:15:00+00:00,2025-05-09T11:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""Exercises The Universe: Contents, Origin, Evolution and Future"",Pedro Rosado Capelo"
"2025-05-16T10:15:00+00:00,2025-05-16T11:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""Exercises The Universe: Contents, Origin, Evolution and Future"",Pedro Rosado Capelo"
"2025-05-23T10:15:00+00:00,2025-05-23T11:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""Exercises The Universe: Contents, Origin, Evolution and Future"",Pedro Rosado Capelo"
"2025-05-30T10:15:00+00:00,2025-05-30T11:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""Exercises The Universe: Contents, Origin, Evolution and Future"",Pedro Rosado Capelo"
"2025-02-18T14:00:00+00:00,2025-02-18T16:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""The Universe: Contents, Origin, Evolution and Future"","
"2025-02-25T14:00:00+00:00,2025-02-25T16:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""The Universe: Contents, Origin, Evolution and Future"","
"2025-03-04T14:00:00+00:00,2025-03-04T16:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""The Universe: Contents, Origin, Evolution and Future"","
"2025-03-11T14:00:00+00:00,2025-03-11T16:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""The Universe: Contents, Origin, Evolution and Future"","
"2025-03-18T14:00:00+00:00,2025-03-18T16:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""The Universe: Contents, Origin, Evolution and Future"","
"2025-03-25T14:00:00+00:00,2025-03-25T16:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""The Universe: Contents, Origin, Evolution and Future"","
"2025-04-01T13:00:00+00:00,2025-04-01T15:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""The Universe: Contents, Origin, Evolution and Future"","
"2025-04-08T13:00:00+00:00,2025-04-08T15:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""The Universe: Contents, Origin, Evolution and Future"","
"2025-04-15T13:00:00+00:00,2025-04-15T15:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""The Universe: Contents, Origin, Evolution and Future"","
"2025-04-29T13:00:00+00:00,2025-04-29T15:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""The Universe: Contents, Origin, Evolution and Future"","
"2025-05-06T13:00:00+00:00,2025-05-06T15:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""The Universe: Contents, Origin, Evolution and Future"","
"2025-05-13T13:00:00+00:00,2025-05-13T15:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""The Universe: Contents, Origin, Evolution and Future"","
"2025-05-20T13:00:00+00:00,2025-05-20T15:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""The Universe: Contents, Origin, Evolution and Future"","
"2025-05-27T13:00:00+00:00,2025-05-27T15:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),""The Universe: Contents, Origin, Evolution and Future"","
2025-02-21T09:30:00+00:00,2025-02-21T11:00:00+00:00,Y36-K-08,Research Seminar Computational Science,Robert Feldmann
2025-02-28T09:30:00+00:00,2025-02-28T11:00:00+00:00,Y36-K-08,Research Seminar Computational Science,Robert Feldmann
2025-03-07T09:30:00+00:00,2025-03-07T11:00:00+00:00,Y36-K-08,Research Seminar Computational Science,Robert Feldmann
2025-03-14T09:30:00+00:00,2025-03-14T11:00:00+00:00,Y36-K-08,Research Seminar Computational Science,Robert Feldmann
2025-03-21T09:30:00+00:00,2025-03-21T11:00:00+00:00,Y36-K-08,Research Seminar Computational Science,Robert Feldmann
2025-03-28T09:30:00+00:00,2025-03-28T11:00:00+00:00,Y36-K-08,Research Seminar Computational Science,Robert Feldmann
2025-04-04T08:30:00+00:00,2025-04-04T10:00:00+00:00,Y36-K-08,Research Seminar Computational Science,Robert Feldmann
2025-04-11T08:30:00+00:00,2025-04-11T10:00:00+00:00,Y36-K-08,Research Seminar Computational Science,Robert Feldmann
2025-05-02T08:30:00+00:00,2025-05-02T10:00:00+00:00,Y36-K-08,Research Seminar Computational Science,Robert Feldmann
2025-05-09T08:30:00+00:00,2025-05-09T10:00:00+00:00,Y36-K-08,Research Seminar Computational Science,Robert Feldmann
2025-05-16T08:30:00+00:00,2025-05-16T10:00:00+00:00,Y36-K-08,Research Seminar Computational Science,Robert Feldmann
2025-05-23T08:30:00+00:00,2025-05-23T10:00:00+00:00,Y36-K-08,Research Seminar Computational Science,Robert Feldmann
2025-05-30T08:30:00+00:00,2025-05-30T10:00:00+00:00,Y36-K-08,Research Seminar Computational Science,Robert Feldmann
2025-02-20T15:00:00+00:00,2025-02-20T16:00:00+00:00,Y11-F-42 Seminarraum,Recent research highlights in astrophysics,Robert Feldmann
2025-02-27T15:00:00+00:00,2025-02-27T16:00:00+00:00,Y11-F-42 Seminarraum,Recent research highlights in astrophysics,Robert Feldmann
2025-03-06T15:00:00+00:00,2025-03-06T16:00:00+00:00,Y11-F-42 Seminarraum,Recent research highlights in astrophysics,Robert Feldmann
2025-03-13T15:00:00+00:00,2025-03-13T16:00:00+00:00,Y11-F-42 Seminarraum,Recent research highlights in astrophysics,Robert Feldmann
2025-03-20T15:00:00+00:00,2025-03-20T16:00:00+00:00,Y11-F-42 Seminarraum,Recent research highlights in astrophysics,Robert Feldmann
2025-03-27T15:00:00+00:00,2025-03-27T16:00:00+00:00,Y11-F-42 Seminarraum,Recent research highlights in astrophysics,Robert Feldmann
2025-04-03T14:00:00+00:00,2025-04-03T15:00:00+00:00,Y11-F-42 Seminarraum,Recent research highlights in astrophysics,Robert Feldmann
2025-04-10T14:00:00+00:00,2025-04-10T15:00:00+00:00,Y11-F-42 Seminarraum,Recent research highlights in astrophysics,Robert Feldmann
2025-05-08T14:00:00+00:00,2025-05-08T15:00:00+00:00,Y11-F-42 Seminarraum,Recent research highlights in astrophysics,Robert Feldmann
2025-05-15T14:00:00+00:00,2025-05-15T15:00:00+00:00,Y11-F-42 Seminarraum,Recent research highlights in astrophysics,Robert Feldmann
2025-05-22T14:00:00+00:00,2025-05-22T15:00:00+00:00,Y11-F-42 Seminarraum,Recent research highlights in astrophysics,Robert Feldmann
2025-02-21T09:30:00+00:00,2025-02-21T11:00:00+00:00,Y36-K-08,Research Seminar Theoretical Astrophysics,Robert Feldmann
2025-02-28T09:30:00+00:00,2025-02-28T11:00:00+00:00,Y36-K-08,Research Seminar Theoretical Astrophysics,Robert Feldmann
2025-03-07T09:30:00+00:00,2025-03-07T11:00:00+00:00,Y36-K-08,Research Seminar Theoretical Astrophysics,Robert Feldmann
2025-03-14T09:30:00+00:00,2025-03-14T11:00:00+00:00,Y36-K-08,Research Seminar Theoretical Astrophysics,Robert Feldmann
2025-03-21T09:30:00+00:00,2025-03-21T11:00:00+00:00,Y36-K-08,Research Seminar Theoretical Astrophysics,Robert Feldmann
2025-03-28T09:30:00+00:00,2025-03-28T11:00:00+00:00,Y36-K-08,Research Seminar Theoretical Astrophysics,Robert Feldmann
2025-04-04T08:30:00+00:00,2025-04-04T10:00:00+00:00,Y36-K-08,Research Seminar Theoretical Astrophysics,Robert Feldmann
2025-04-11T08:30:00+00:00,2025-04-11T10:00:00+00:00,Y36-K-08,Research Seminar Theoretical Astrophysics,Robert Feldmann
2025-05-02T08:30:00+00:00,2025-05-02T10:00:00+00:00,Y36-K-08,Research Seminar Theoretical Astrophysics,Robert Feldmann
2025-05-09T08:30:00+00:00,2025-05-09T10:00:00+00:00,Y36-K-08,Research Seminar Theoretical Astrophysics,Robert Feldmann
2025-05-16T08:30:00+00:00,2025-05-16T10:00:00+00:00,Y36-K-08,Research Seminar Theoretical Astrophysics,Robert Feldmann
2025-05-23T08:30:00+00:00,2025-05-23T10:00:00+00:00,Y36-K-08,Research Seminar Theoretical Astrophysics,Robert Feldmann
2025-05-30T08:30:00+00:00,2025-05-30T10:00:00+00:00,Y36-K-08,Research Seminar Theoretical Astrophysics,Robert Feldmann
2025-02-21T22:00:00+00:00,2025-02-21T22:30:00+00:00,,Research seminar in Astrophysics,Ravit Helled
2025-02-28T22:00:00+00:00,2025-02-28T22:30:00+00:00,,Research seminar in Astrophysics,Ravit Helled
2025-03-07T22:00:00+00:00,2025-03-07T22:30:00+00:00,,Research seminar in Astrophysics,Ravit Helled
2025-03-14T22:00:00+00:00,2025-03-14T22:30:00+00:00,,Research seminar in Astrophysics,Ravit Helled
2025-03-21T22:00:00+00:00,2025-03-21T22:30:00+00:00,,Research seminar in Astrophysics,Ravit Helled
2025-03-28T22:00:00+00:00,2025-03-28T22:30:00+00:00,,Research seminar in Astrophysics,Ravit Helled
2025-04-04T21:00:00+00:00,2025-04-04T21:30:00+00:00,,Research seminar in Astrophysics,Ravit Helled
2025-04-11T21:00:00+00:00,2025-04-11T21:30:00+00:00,,Research seminar in Astrophysics,Ravit Helled
2025-05-02T21:00:00+00:00,2025-05-02T21:30:00+00:00,,Research seminar in Astrophysics,Ravit Helled
2025-05-09T21:00:00+00:00,2025-05-09T21:30:00+00:00,,Research seminar in Astrophysics,Ravit Helled
2025-05-16T21:00:00+00:00,2025-05-16T21:30:00+00:00,,Research seminar in Astrophysics,Ravit Helled
2025-05-23T21:00:00+00:00,2025-05-23T21:30:00+00:00,,Research seminar in Astrophysics,Ravit Helled
2025-05-30T21:00:00+00:00,2025-05-30T21:30:00+00:00,,Research seminar in Astrophysics,Ravit Helled
2025-02-18T09:15:00+00:00,2025-02-18T11:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),The Sun and Planets,Ravit Helled
2025-02-25T09:15:00+00:00,2025-02-25T11:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),The Sun and Planets,Ravit Helled
2025-03-04T09:15:00+00:00,2025-03-04T11:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),The Sun and Planets,Ravit Helled
2025-03-11T09:15:00+00:00,2025-03-11T11:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),The Sun and Planets,Ravit Helled
2025-03-18T09:15:00+00:00,2025-03-18T11:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),The Sun and Planets,Ravit Helled
2025-03-25T09:15:00+00:00,2025-03-25T11:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),The Sun and Planets,Ravit Helled
2025-04-01T08:15:00+00:00,2025-04-01T10:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),The Sun and Planets,Ravit Helled
2025-04-08T08:15:00+00:00,2025-04-08T10:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),The Sun and Planets,Ravit Helled
2025-04-15T08:15:00+00:00,2025-04-15T10:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),The Sun and Planets,Ravit Helled
2025-04-29T08:15:00+00:00,2025-04-29T10:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),The Sun and Planets,Ravit Helled
2025-05-06T08:15:00+00:00,2025-05-06T10:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),The Sun and Planets,Ravit Helled
2025-05-13T08:15:00+00:00,2025-05-13T10:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),The Sun and Planets,Ravit Helled
2025-05-20T08:15:00+00:00,2025-05-20T10:00:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),The Sun and Planets,Ravit Helled
2025-05-27T08:15:00+00:00,2025-05-27T10:00:00+00:00,Y15-G-19,The Sun and Planets,Ravit Helled
2025-02-18T08:00:00+00:00,2025-02-18T08:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Exercises The Sun and Planets Gr.2,Ravit Helled
2025-02-25T08:00:00+00:00,2025-02-25T08:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Exercises The Sun and Planets Gr.2,Ravit Helled
2025-03-04T08:00:00+00:00,2025-03-04T08:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Exercises The Sun and Planets Gr.2,Ravit Helled
2025-03-11T08:00:00+00:00,2025-03-11T08:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Exercises The Sun and Planets Gr.2,Ravit Helled
2025-03-18T08:00:00+00:00,2025-03-18T08:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Exercises The Sun and Planets Gr.2,Ravit Helled
2025-03-25T08:00:00+00:00,2025-03-25T08:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Exercises The Sun and Planets Gr.2,Ravit Helled
2025-04-01T07:00:00+00:00,2025-04-01T07:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Exercises The Sun and Planets Gr.2,Ravit Helled
2025-04-08T07:00:00+00:00,2025-04-08T07:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Exercises The Sun and Planets Gr.2,Ravit Helled
2025-04-15T07:00:00+00:00,2025-04-15T07:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Exercises The Sun and Planets Gr.2,Ravit Helled
2025-04-29T07:00:00+00:00,2025-04-29T07:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Exercises The Sun and Planets Gr.2,Ravit Helled
2025-05-06T07:00:00+00:00,2025-05-06T07:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Exercises The Sun and Planets Gr.2,Ravit Helled
2025-05-13T07:00:00+00:00,2025-05-13T07:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Exercises The Sun and Planets Gr.2,Ravit Helled
2025-05-20T07:00:00+00:00,2025-05-20T07:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Exercises The Sun and Planets Gr.2,Ravit Helled
2025-05-27T07:00:00+00:00,2025-05-27T07:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Exercises The Sun and Planets Gr.2,Ravit Helled
2025-02-20T14:00:00+00:00,2025-02-20T14:45:00+00:00,Y03-G-91 Y03-G-91,Exercises The Sun and Planets Gr.1,Ravit Helled
2025-02-27T14:00:00+00:00,2025-02-27T14:45:00+00:00,Y03-G-91 Y03-G-91,Exercises The Sun and Planets Gr.1,Ravit Helled
2025-03-06T14:00:00+00:00,2025-03-06T14:45:00+00:00,Y03-G-91 Y03-G-91,Exercises The Sun and Planets Gr.1,Ravit Helled
2025-03-13T14:00:00+00:00,2025-03-13T14:45:00+00:00,Y03-G-91 Y03-G-91,Exercises The Sun and Planets Gr.1,Ravit Helled
2025-03-20T14:00:00+00:00,2025-03-20T14:45:00+00:00,Y03-G-91 Y03-G-91,Exercises The Sun and Planets Gr.1,Ravit Helled
2025-03-27T14:00:00+00:00,2025-03-27T14:45:00+00:00,Y03-G-91 Y03-G-91,Exercises The Sun and Planets Gr.1,Ravit Helled
2025-04-03T13:00:00+00:00,2025-04-03T13:45:00+00:00,Y03-G-91 Y03-G-91,Exercises The Sun and Planets Gr.1,Ravit Helled
2025-04-10T13:00:00+00:00,2025-04-10T13:45:00+00:00,Y03-G-91 Y03-G-91,Exercises The Sun and Planets Gr.1,Ravit Helled
2025-04-17T13:00:00+00:00,2025-04-17T13:45:00+00:00,Y03-G-91 Y03-G-91,Exercises The Sun and Planets Gr.1,Ravit Helled
2025-05-08T13:00:00+00:00,2025-05-08T13:45:00+00:00,Y03-G-91 Y03-G-91,Exercises The Sun and Planets Gr.1,Ravit Helled
2025-05-15T13:00:00+00:00,2025-05-15T13:45:00+00:00,Y03-G-91 Y03-G-91,Exercises The Sun and Planets Gr.1,Ravit Helled
2025-05-22T13:00:00+00:00,2025-05-22T13:45:00+00:00,Y03-G-91 Y03-G-91,Exercises The Sun and Planets Gr.1,Ravit Helled
2025-02-21T22:00:00+00:00,2025-02-21T22:30:00+00:00,,Astronomy Field Trips,Ravit Helled
2025-02-28T22:00:00+00:00,2025-02-28T22:30:00+00:00,,Astronomy Field Trips,Ravit Helled
2025-03-07T22:00:00+00:00,2025-03-07T22:30:00+00:00,,Astronomy Field Trips,Ravit Helled
2025-03-14T22:00:00+00:00,2025-03-14T22:30:00+00:00,,Astronomy Field Trips,Ravit Helled
2025-03-21T22:00:00+00:00,2025-03-21T22:30:00+00:00,,Astronomy Field Trips,Ravit Helled
2025-03-28T22:00:00+00:00,2025-03-28T22:30:00+00:00,,Astronomy Field Trips,Ravit Helled
2025-04-04T21:00:00+00:00,2025-04-04T21:30:00+00:00,,Astronomy Field Trips,Ravit Helled
2025-04-11T21:00:00+00:00,2025-04-11T21:30:00+00:00,,Astronomy Field Trips,Ravit Helled
2025-05-02T21:00:00+00:00,2025-05-02T21:30:00+00:00,,Astronomy Field Trips,Ravit Helled
2025-05-09T21:00:00+00:00,2025-05-09T21:30:00+00:00,,Astronomy Field Trips,Ravit Helled
2025-05-16T21:00:00+00:00,2025-05-16T21:30:00+00:00,,Astronomy Field Trips,Ravit Helled
2025-05-23T21:00:00+00:00,2025-05-23T21:30:00+00:00,,Astronomy Field Trips,Ravit Helled
2025-05-30T21:00:00+00:00,2025-05-30T21:30:00+00:00,,Astronomy Field Trips,Ravit Helled
2025-02-20T09:15:00+00:00,2025-02-20T11:00:00+00:00,Y23-G-04,Biosignatures and Life Detection,Florian Kehl
2025-02-27T09:15:00+00:00,2025-02-27T11:00:00+00:00,Y23-G-04,Biosignatures and Life Detection,Florian Kehl
2025-03-06T09:15:00+00:00,2025-03-06T11:00:00+00:00,Y21-F-70,Biosignatures and Life Detection,Florian Kehl
2025-03-13T09:15:00+00:00,2025-03-13T11:00:00+00:00,Y21-F-70,Biosignatures and Life Detection,Florian Kehl
2025-03-20T09:15:00+00:00,2025-03-20T11:00:00+00:00,Y10-G-03/04,Biosignatures and Life Detection,Florian Kehl
2025-03-27T09:15:00+00:00,2025-03-27T11:00:00+00:00,Y21-F-70,Biosignatures and Life Detection,Florian Kehl
2025-04-03T08:15:00+00:00,2025-04-03T10:00:00+00:00,Y21-F-70,Biosignatures and Life Detection,Florian Kehl
2025-04-10T08:15:00+00:00,2025-04-10T10:00:00+00:00,Y44-H-05 (Seminarrraum),Biosignatures and Life Detection,Florian Kehl
2025-04-17T08:15:00+00:00,2025-04-17T10:00:00+00:00,Y21-F-70,Biosignatures and Life Detection,Florian Kehl
2025-05-08T08:15:00+00:00,2025-05-08T10:00:00+00:00,Y44-H-05 (Seminarrraum),Biosignatures and Life Detection,Florian Kehl
2025-05-15T08:15:00+00:00,2025-05-15T10:00:00+00:00,Y21-F-70,Biosignatures and Life Detection,Florian Kehl
2025-05-22T08:15:00+00:00,2025-05-22T10:00:00+00:00,Y21-F-70,Biosignatures and Life Detection,Florian Kehl
2025-05-23T12:00:00+00:00,2025-05-23T14:30:00+00:00,Y15-G-40,Biosignatures and Life Detection,Florian Kehl
2025-02-20T13:00:00+00:00,2025-02-20T14:45:00+00:00,Y13-M-12,Colloquium - Biosignatures and Life Detection,Florian Kehl
2025-02-27T13:00:00+00:00,2025-02-27T14:45:00+00:00,Y13-M-12,Colloquium - Biosignatures and Life Detection,Florian Kehl
2025-03-06T13:00:00+00:00,2025-03-06T14:45:00+00:00,Y13-M-12,Colloquium - Biosignatures and Life Detection,Florian Kehl
2025-03-13T13:00:00+00:00,2025-03-13T14:45:00+00:00,Y13-M-12,Colloquium - Biosignatures and Life Detection,Florian Kehl
2025-03-20T13:00:00+00:00,2025-03-20T14:45:00+00:00,Y13-M-12,Colloquium - Biosignatures and Life Detection,Florian Kehl
2025-03-27T13:00:00+00:00,2025-03-27T14:45:00+00:00,Y13-M-12,Colloquium - Biosignatures and Life Detection,Florian Kehl
2025-04-03T12:00:00+00:00,2025-04-03T13:45:00+00:00,Y13-M-12,Colloquium - Biosignatures and Life Detection,Florian Kehl
2025-04-10T12:00:00+00:00,2025-04-10T13:45:00+00:00,Y13-M-12,Colloquium - Biosignatures and Life Detection,Florian Kehl
2025-04-17T12:00:00+00:00,2025-04-17T13:45:00+00:00,Y13-M-12,Colloquium - Biosignatures and Life Detection,Florian Kehl
2025-05-08T12:00:00+00:00,2025-05-08T13:45:00+00:00,Y13-M-12,Colloquium - Biosignatures and Life Detection,Florian Kehl
2025-05-15T12:00:00+00:00,2025-05-15T13:45:00+00:00,Y13-M-12,Colloquium - Biosignatures and Life Detection,Florian Kehl
2025-05-22T12:00:00+00:00,2025-05-22T13:45:00+00:00,Y13-M-12,Colloquium - Biosignatures and Life Detection,Florian Kehl
2025-02-17T09:15:00+00:00,2025-02-17T10:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced Simulation in Natural Science,Joachim Gerhard Stadel
2025-02-24T09:15:00+00:00,2025-02-24T10:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced Simulation in Natural Science,Joachim Gerhard Stadel
2025-03-03T09:15:00+00:00,2025-03-03T10:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced Simulation in Natural Science,Joachim Gerhard Stadel
2025-03-10T09:15:00+00:00,2025-03-10T10:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced Simulation in Natural Science,Joachim Gerhard Stadel
2025-03-17T09:15:00+00:00,2025-03-17T10:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced Simulation in Natural Science,Joachim Gerhard Stadel
2025-03-24T09:15:00+00:00,2025-03-24T10:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced Simulation in Natural Science,Joachim Gerhard Stadel
2025-03-31T08:15:00+00:00,2025-03-31T09:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced Simulation in Natural Science,Joachim Gerhard Stadel
2025-04-07T08:15:00+00:00,2025-04-07T09:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced Simulation in Natural Science,Joachim Gerhard Stadel
2025-04-14T08:15:00+00:00,2025-04-14T09:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced Simulation in Natural Science,Joachim Gerhard Stadel
2025-04-28T08:15:00+00:00,2025-04-28T09:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced Simulation in Natural Science,Joachim Gerhard Stadel
2025-05-05T08:15:00+00:00,2025-05-05T09:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced Simulation in Natural Science,Joachim Gerhard Stadel
2025-05-12T08:15:00+00:00,2025-05-12T09:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced Simulation in Natural Science,Joachim Gerhard Stadel
2025-02-25T14:00:00+00:00,2025-02-25T14:45:00+00:00,Y11-F-42 Seminarraum,Computational Thinking II,Robert Feldmann
2025-03-04T14:00:00+00:00,2025-03-04T14:45:00+00:00,Y11-F-42 Seminarraum,Computational Thinking II,Robert Feldmann
2025-03-11T14:00:00+00:00,2025-03-11T14:45:00+00:00,Y11-F-42 Seminarraum,Computational Thinking II,Robert Feldmann
2025-03-18T14:00:00+00:00,2025-03-18T14:45:00+00:00,Y11-F-42 Seminarraum,Computational Thinking II,Robert Feldmann
2025-03-25T14:00:00+00:00,2025-03-25T14:45:00+00:00,Y11-F-42 Seminarraum,Computational Thinking II,Robert Feldmann
2025-04-01T13:00:00+00:00,2025-04-01T13:45:00+00:00,Y11-F-42 Seminarraum,Computational Thinking II,Robert Feldmann
2025-04-08T13:00:00+00:00,2025-04-08T13:45:00+00:00,Y11-F-42 Seminarraum,Computational Thinking II,Robert Feldmann
2025-04-15T13:00:00+00:00,2025-04-15T13:45:00+00:00,Y11-F-42 Seminarraum,Computational Thinking II,Robert Feldmann
2025-04-29T13:00:00+00:00,2025-04-29T13:45:00+00:00,Y11-F-42 Seminarraum,Computational Thinking II,Robert Feldmann
2025-05-06T13:00:00+00:00,2025-05-06T13:45:00+00:00,Y11-F-42 Seminarraum,Computational Thinking II,Robert Feldmann
